Real_Duration,Status,sentiment,complexity,Comment_Body,Edge_type,Count_Comments,language[Comment_Body],Planned_Duration,emotionality,Count_Subtasks,keywords[Comment_Body],sentimentWords[Comment_Body],Uuid,Name,SourceUuid,TargetUuid,Starttime,Endtime
,closed,0.19363505530440292,7.969676633072121,CI picked an error: configure.ac:220: error: required file 'plugins/wordcompletion/Makefile.in' not found,COMMENT,10,en,,0.3322148589242139,,"{file=1, configure=1, error=2}","{file=0.14114706551348355, configure=0.12543763103051156, error=0.14114706551348355}",08a802ff-1eec-4905-bbd2-e9ba1685fce8,Creation of plugin Word completion,1138515,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00
,closed,0.4215924531911055,5.602473812627256,I'd like to see the indentation in this cleaned up before it's merged. All code in xed should be 4 spaces. This isn't and the plugin.c file is all new code and has mixed indentation that needs to be cleaned up.,COMMENT,10,en,,0.15536972630856238,,"{plugin.c=1, indentation=2, code=2, file=1, xed=1, spaces=1}","{plugin.c=0.3428553003463955, indentation=0.4804165670631609, code=0.4804165670631609, file=0.4804165670631609, xed=0.6173309157606457, spaces=0.6173309157606457}",d3bafacf-a6ec-4146-bf79-f03c837bbff6,Creation of plugin Word completion,2231759,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00
,closed,0.575131928346607,6.268108396845304,I fix it. I made this plugin before installing the good software!,COMMENT,10,en,,0.23110226186006785,,"{plugin=1, software=1}","{plugin=0.8507806470050258, software=0.8507806470050258}",a8116e68-4de9-4ca6-adcb-7fb96f6fc008,Creation of plugin Word completion,3049832,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00
,closed,0.31388204030515016,7.2723993234434605,I'm not sure why it's working in CI :)  I get this locally in Mint 19:   gcc: error: ENCHANT_CFLAGS@: Aucun fichier ou dossier de ce type Makefile:551: recipe for target 'xed-wordcompletion-plugin.lo' failed make[4]: *** [xed-wordcompletion-plugin.lo] Error 1,COMMENT,10,en,,0.39672111639114205,,"{mint=1, aucun=1, gcc=1, recipe=1, error=2, type=1, target=1}","{mint 19=0.723602726187685, aucun=0.723602726187685, gcc=0.723602726187685, recipe=0.723602726187685, error=0.10008936550491511, type=0.723602726187685, target=0.723602726187685}",f917ff3d-8390-4247-b57f-d8f21ac2627f,Creation of plugin Word completion,1138515,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00
,closed,0.3523102772282294,5.1774208781552575,I get the feeling Makefile.in should be kept out (it's generated) and Makefile.am added instead.,COMMENT,10,en,,0.18935317014238212,,"{makefile=1, feeling=1}","{makefile=0.19186039965221968, feeling=0.19186039965221968}",f54e16a4-0e4f-4c90-b26b-ee8ad92269bc,Creation of plugin Word completion,1138515,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00
,closed,0.566654663439274,5.330001919666264,Let's try ^^,COMMENT,10,en,,0.10504856970380975,,{},{},0c60fb1b-d3ba-4e9a-a468-b9382705ac28,Creation of plugin Word completion,3049832,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00
,closed,0.46122650539407617,6.0547250851552565,"Enchant is also going away. It's been causing multiple build issues for people lately with the way it's versioned and the removal of deprecated functionality breaking it. On my dev branch for 1.8, xed has been ported to gspell. The port also simplifies the spell plugin by a huge amount.  Edit: Ah, the dev branch has been merged so libenchant is no longer being used in xed and the dependency on it has been removed.",COMMENT,10,en,,0.29328768174622144,,"{spell=1, amount=1, edit=1, dependency=1, functionality=1, issues=1, people=1, branch=2, way=1, dev=2, plugin=1, build=1, port=1, enchant=1, removal=1, libenchant=1}","{spell=0.9887954706901, amount=0.9887954706901, edit=4.4302920764958536E-4, dependency=4.4302920764958536E-4, functionality=0.006852707766306646, people=0.006852707766306646, branch=4.4302920764958536E-4, issues=0.006852707766306646, way=0.006852707766306646, dev=4.4302920764958536E-4, plugin=0.9887954706901, port=0.9887954706901, build=0.006852707766306646, enchant=0.9626594886120822, removal=0.006852707766306646, libenchant=4.4302920764958536E-4}",a5ecfea9-73fe-42ae-8c91-2b91a47d4d1f,Creation of plugin Word completion,2231759,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00
,closed,0.14282763645557758,6.301704688278376,"Ah, that makes sense... I couldn't understand why CI didn't spot the issue initially :)",COMMENT,10,en,,0.3230012844496845,,"{issue=1, sense=1}","{issue=0.005646931274881184, sense=0.28000834163627397}",887c9af6-9a4a-4d00-82fb-a331c59e127c,Creation of plugin Word completion,1138515,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00
,closed,0.11827201814867119,5.780601854852293,When filing bugs please use the issue template. I don't have an Arch install but I'll see if I can look into this.,COMMENT,4,en,,0.22529938283394532,,"{template=1, filing=1, bugs=1, issue=1, arch=1}","{template=0.06569312823169496, filing=0.06569312823169496, bugs=0.06569312823169496, issue=0.06569312823169496, arch=0.17085090806564743}",4181a074-e0b5-47e6-91b4-9272f7d3d163,Error loading plugin 'spell',2231759,5052362,2017-12-07T04:18:19.000+01:00,2018-03-09T16:11:26.000+01:00
,closed,0.9269313796916152,7.008047292152075,"The function ```enchant_dict_add_to_pwl()``` appears to have been replaced by ```enchant_dict_add()``` in enchant 2.0.0 (specifically, commit 744a1a19c1d0a5c3e1359fa994cf60a4d98ee12e). A quick patch to my copy of Xed to use ```enchant_dict_add()``` fixed the error loading 'spell', and spell checking works again.",COMMENT,4,en,,0.3936848879022027,,"{patch=1, spell=1, checking=1, xed=1, function=1, enchant=1, copy=1, error=1, loading=1}","{patch=0.8539144507925502, spell=0.8539144507925502, checking=0.8539144507925502, xed=0.8539144507925502, function=0.9999483085906803, enchant=0.9999483085906803, copy=0.8539144507925502, error=0.8539144507925502, loading=0.8539144507925502}",eed7ce23-42b5-4d82-b90b-ebabf4f469ca,Error loading plugin 'spell',13933,5052362,2017-12-07T04:18:19.000+01:00,2018-03-09T16:11:26.000+01:00
,closed,0.8493042217532901,4.198858286660616,Cool. Thanks for the info.,COMMENT,4,en,,0.4825255013205919,,"{thanks=1, cool=1, info=1}","{thanks=0.9762607470656196, cool=0.7223476964409606, info=0.9762607470656196}",55c2deb9-ae98-4284-94ea-32076a304db7,Error loading plugin 'spell',2231759,5052362,2017-12-07T04:18:19.000+01:00,2018-03-09T16:11:26.000+01:00
,closed,0.3845508875610892,6.3362995701467915,"Confirmed, it works for 2.2.3. My apologies for the late reply, but while all settings are correct, I don't receive notifications from github anymore and there are even no mails in the provider's web-interface   spam folder, let alone my MUAs' spam folders.",COMMENT,4,en,,0.2647311103502922,,"{settings=1, github=1, folders=1, web-interface=1, muas=1, apologies=1, mails=1, folder=1, provider=1, reply=1, spam=2, notifications=1}","{settings=4.5995122257980295E-4, github=4.5995122257980295E-4, folders=4.5995122257980295E-4, web-interface=4.5995122257980295E-4, muas=4.5995122257980295E-4, apologies=4.5995122257980295E-4, mails=4.5995122257980295E-4, folder=4.5995122257980295E-4, provider=4.5995122257980295E-4, spam=4.5995122257980295E-4, reply=4.5995122257980295E-4, notifications=4.5995122257980295E-4}",97d7176a-5598-4020-a7e2-439b8c1069fa,Error loading plugin 'spell',5052362,5052362,2017-12-07T04:18:19.000+01:00,2018-03-09T16:11:26.000+01:00
,closed,0.7808046765978441,4.79657612001104,This one might be interesting.,COMMENT,2,en,,0.2605617868484193,,{one=1},{one=0.7808046765978441},ae799523-201c-414d-86da-3eb77f495b00,Add Devhelp plugin,2231759,1149225,2017-12-06T03:34:42.000+01:00,2018-02-12T03:17:49.000+01:00
,closed,0.950351565209846,7.313998545913818,"Many thanks for contributing to Cinnamon. Your suggestion was reviewed.  For more information on our workflow and feature requests, read https://linuxmint-troubleshooting-guide.readthedocs.io/en/latest/faq.html.",COMMENT,2,en,,0.2943061816099032,,"{thanks=1, cinnamon=1, workflow=1, feature=1, suggestion=1, information=1, requests=1}","{many thanks=0.966599428146897, cinnamon=0.966599428146897, workflow and feature requests=0.9955086873384982, suggestion=0.8889465801441426, ://linuxmint-troubleshooting-guide .readthedocs=0.9955086873384982, more information=0.9955086873384982}",c303674c-f14d-4cc4-b440-67f22d752804,Add Devhelp plugin,2231759,1149225,2017-12-06T03:34:42.000+01:00,2018-02-12T03:17:49.000+01:00
,closed,0.459555125537491,4.949449787051158,This is definitely not an issue with the xed text editor. It's an issue with mintinstall.,COMMENT,1,en,,0.21004362625012174,,"{editor=1, issue=2, mintinstall=1, text=1}","{editor=0.47473344182525934, issue=0.4443768092497226, mintinstall=0.4443768092497226, text=0.47473344182525934}",8846bb03-1ec8-40c3-802d-6ed039376c58,Risky Software Manager in 18.3 Cinnamon,2231759,34000003,2017-11-26T14:26:40.000+01:00,2017-11-26T20:58:34.000+01:00
,closed,,,https://github.com/linuxmint/xed/commit/cc493b9b9bc39dc6b331d05a1a615bf55cec0373,COMMENT,1,unknown,,,,{},{},37c23880-a996-4763-a681-43d680a55e6a,Add C to taglist plugin,2231759,10538387,2017-11-21T17:34:27.000+01:00,2018-03-09T14:07:44.000+01:00
,closed,0.015248169311372123,6.0516733746459295,I'm unable to reproduce this on Xed 1.6 and nothing should have really changed to effect it. You can disable that option in the preferences under the &quot;Editor&quot; tab.,COMMENT,6,en,,0.28499257700104047,,"{preferences=1, tab=1, xed=1, nothing=1, option=1}","{preferences=0.025117271062158664, tab=0.025117271062158664, xed=0.0053790675605855836, nothing=0.0053790675605855836, option=0.025117271062158664}",98d92930-3e18-4294-a163-e64b5d868eca,Scroll in the edit area with a middle mouse button but change the tab.,2231759,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00
,closed,0.23276855410903444,5.676814413657121,"I disabled that option in the preferences and this issue didn't happen again. But for sure, I can't scroll the tabs when I move my mouse onto the tab bar and roll the middle button after the option is disabled. I will try 1.6 later.",COMMENT,6,en,,0.2738763798641028,,"{button=1, mouse=1, preferences=1, bar=1, middle=1, issue=1, tab=1, tabs=1, option=2}","{button=0.007168350282987924, mouse=0.007168350282987924, preferences=0.0037554981005478603, bar=0.007168350282987924, middle=0.007168350282987924, issue=0.0037554981005478603, tab=0.007168350282987924, tabs=0.007168350282987924, option=0.007168350282987924}",414703aa-e486-48fc-bdef-c0330c865fb6,Scroll in the edit area with a middle mouse button but change the tab.,5851348,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00
,closed,0.5500917226928802,6.9719325971553525,This issue also happens on Xed 1.6.3. (Linux Mint 18.3),COMMENT,6,en,,0.16782063074071563,,"{mint=1, issue=1, xed=1, linux=1}","{mint=0.8360872438863186, issue=0.26409620149944174, xed=0.26409620149944174, linux=0.8360872438863186}",f04e3279-9b5d-4d6f-87d7-dda6736326a7,Scroll in the edit area with a middle mouse button but change the tab.,5851348,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00
,closed,0.0029146768126787712,5.0739685539000705,"Hmm, I don't know what I was doing differently last time I tried this but I can reproduce it now.",COMMENT,6,en,,0.2637591637713341,,{time=1},{time=0.0029146768126787712},3f5c8f26-bbc7-4b6b-a065-27de578ed438,Scroll in the edit area with a middle mouse button but change the tab.,2231759,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00
,closed,0.17745938170089615,6.265055413208668,"I can reproduce the bug with Xed 1.4.6 on Linux Mint with Mate desktop environment. If text area not long enough to window, so scroll bar is not visible, and if that tab is in between with other tabs, scrolling up the mouse scroll moving tab focus to previous, scrolling down with  mouse is moving focus to next tab.",COMMENT,6,en,,0.1619007481978226,,"{area=1, tabs=1, scroll=1, focus=2, mint=1, mouse=2, environment=1, bar=1, desktop=1, tab=3, bug=1, xed=1, mate=1, linux=1, text=1, window=1}","{text area=0.008589221741218242, tabs=0.008589221741218242, scroll=0.008589221741218242, focus=0.008589221741218242, xed 1.4.6=0.34632954166057406, mint=0.34632954166057406, mouse=0.008589221741218242, environment=0.34632954166057406, bar=0.008589221741218242, desktop=0.34632954166057406, tab=0.008589221741218242, bug=0.34632954166057406, mate=0.34632954166057406, linux=0.34632954166057406, window=0.008589221741218242}",2e110bf0-4c62-4d0d-acef-e86c49bce3f6,Scroll in the edit area with a middle mouse button but change the tab.,7573523,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00
,closed,0.30809884864917947,6.176586207147515,Just realized this was a duplicate. Lets keep it in one place: https://github.com/linuxmint/xed/issues/120,COMMENT,6,en,,0.2522854647469624,,"{lets=1, duplicate=1, place=1}","{lets=0.5, duplicate=0.11619769729835892, place=0.5}",ed32c402-ae9e-4f9e-9bb0-5d417bddad6b,Scroll in the edit area with a middle mouse button but change the tab.,2231759,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00
,closed,,,https://github.com/linuxmint/xed/issues/39,COMMENT,1,unknown,,,,{},{},9118cc5a-d6d1-4db7-b21f-26861370a3c7,xed frequently fails to render underscores properly,2231759,2692138,2017-11-10T15:37:08.000+01:00,2017-11-10T19:24:58.000+01:00
,closed,0.2105406866237913,6.40358764163467,I can't reproduce this issue building and installing in Mint18.2 or Ubuntu17.10.,COMMENT,1,en,,0.14268480609648335,,"{mint18.2=1, ubuntu17.10=1, issue=1, installing=1, building=1}","{mint18.2=0.2105406866237913, ubuntu17.10=0.2105406866237913, issue=0.2105406866237913, installing=0.2105406866237913, building=0.2105406866237913}",b76bd327-8af6-4288-91bf-329f0d753079,bug: schema not installed,2231759,829557,2017-11-08T20:03:40.000+01:00,2017-12-13T01:59:04.000+01:00
,closed,0.5086000059678674,6.130666798980123,Are you running any plugins in gedit? We use a different method of having some plugins built in and starting automatically. Wondering if the issue could be getting caused by more things being launched?,COMMENT,6,en,,0.20539355963314523,,"{method=1, issue=1, plugins=2, things=1, gedit=1}","{method=0.7323275424891181, issue=0.23637207788416092, plugins=0.7323275424891181, things=0.23637207788416092, gedit=0.557100397530323}",30ce9fd8-9352-431b-b07c-1918dc913cfd,xed startup time noticeably slower than gedit,2231759,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00
,closed,0.5023482286276498,5.0988991596637385,"Hi @JosephMcc , thanks for the reply. Good question about the plugins. I was using the default set of plugins for Gedit and Xed, and they look to be the same ones. I tried disabling all the plugins for Xed, but it doesn't really make much of a difference.",COMMENT,6,en,,0.26836898605865556,,"{thanks=1, default=1, set=1, question=1, plugins=3, xed=2, ones=1, difference=1, gedit=1, reply=1}","{thanks=0.9130804902100943, default=0.45701455382844813, set=0.45701455382844813, question=0.5, plugins=0.1392978704720572, xed=0.45701455382844813, difference=0.1392978704720572, ones=0.45701455382844813, gedit=0.45701455382844813, reply=0.9130804902100943}",102c7337-3951-434e-94b4-9e9c352c31a3,xed startup time noticeably slower than gedit,2692138,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00
,closed,0.3014470660871716,5.775295450424846,Testing under Ubuntu 18.04 there doesn't seem to be any real difference in the startup time between the two. The only difference I get is the shutdown time. Gedit has a noticeable delay when closing the app that Xed  doesn't.  in your test were you opening a file or just an a new empty instance?,COMMENT,6,en,,0.278099242541628,,"{app=1, delay=1, file=1, instance=1, test=1, ubuntu=1, xed=1, difference=2, time=2, gedit=1, shutdown=1}","{app=0.00841479274705204, instance=0.00841479274705204, test=0.00841479274705204, startup time=0.4286651041489461, gedit=0.00841479274705204, ubuntu 18.04=0.4286651041489461, delay=0.00841479274705204, file=0.00841479274705204, xed=0.00841479274705204, difference=0.4672613013655167, time=0.4672613013655167, shutdown=0.4672613013655167}",77325ad6-e499-4963-b499-40f24ff8278d,xed startup time noticeably slower than gedit,2231759,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00
,closed,0.32945910184169536,6.300209612418853,"Hi, the sluggishness happens both when opening an empty instance and when opening a small text file.",COMMENT,6,en,,0.2478213483337528,,"{instance=1, file=1, sluggishness=1, text=1}","{instance=0.32945910184169536, file=0.32945910184169536, sluggishness=0.32945910184169536, text=0.32945910184169536}",d52f3bf9-5ed7-4898-9ffc-dcf297b67241,xed startup time noticeably slower than gedit,2692138,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00
,closed,0.35547162792117915,5.305674643546308,I'm not able to reproduce the issue here nor have I heard about from anyone else. Closing it for now as I have no real way to troubleshoot it. I can always re-open it if more info becomes available.,COMMENT,6,en,,0.2177098552879615,,"{issue=1, anyone=1, way=1, info=1}","{more info=0.9475177765867823, issue=0.020070938985668262, anyone=0.020070938985668262, way=0.09882616819108685}",0773b984-0cbe-4049-a016-9db4e231d9a3,xed startup time noticeably slower than gedit,2231759,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00
,closed,0.36032541857533307,6.122727580385246,"I have the same problem, startup time is very slow under specific conditions. I have a NAS that automounts at boot via fstab. When the NAS isn't available (ie I'm not on my home network), startup time becomes very slow.",COMMENT,6,en,,0.24739067175129797,,"{automounts=1, nas=2, problem=1, time=2, fstab=1, conditions=1, boot=1, home=1, network=1}","{automounts=0.46450606301897257, nas=0.06660142174295702, startup time=0.06660142174295702, same problem=0.5498687709640698, fstab=0.46450606301897257, boot=0.46450606301897257, conditions=0.5498687709640698, home=0.06660142174295702, network=0.06660142174295702}",efea51ec-34d0-41d8-af88-55cf85431d72,xed startup time noticeably slower than gedit,12874678,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00
,closed,0.45847144024550396,5.430095431709687,You can do it from the file-&gt;open dialog. You have to use control+L to switch from the breadcrumbs to an entry in the dialog. I know this in non-obvious but it's also out of our control since that is the dialog provided by Gtk.,COMMENT,1,en,,0.17125233734854026,,"{dialog=3, entry=1, file-&gt=1, control=1, control+l=1, breadcrumbs=1, gtk=1}","{entry=0.5549687847342614, dialog=0.5309853046997354, file-&gt=0.5309853046997354, control=0.28946023130251525, control+l=0.5549687847342614, breadcrumbs=0.5549687847342614, gtk=0.28946023130251525}",f9db739b-61b3-4ebc-ad57-1ca3dc412342,Can not open file from name in clipboard,2231759,33253303,2017-11-05T20:12:24.000+01:00,2018-02-12T03:09:50.000+01:00
,closed,0.7673221322546013,5.884064075695306,Syntax highlighting is provided by GtkSourceView. You would need to request support with it.,COMMENT,1,en,,0.30062058180864726,,"{gtksourceview=1, syntax=1, highlighting=1, support=1}","{gtksourceview=0.6953554857358892, syntax highlighting=0.6953554857358892, support=0.8392887787733135}",41f75874-932f-4a95-b8f9-8013b0b5e5af,Groovy syntax highlighting,2231759,806824,2017-10-27T04:50:26.000+02:00,2017-10-27T11:32:42.000+02:00
,closed,,,https://github.com/linuxmint/xed/issues/70,COMMENT,1,unknown,,,,{},{},2f3c603c-314d-495e-a386-8d48d327d0a6,Find Issue & Large Files,2231759,31071746,2017-10-09T22:55:16.000+02:00,2017-11-13T10:49:01.000+01:00
,closed,0.894386343266689,6.054735813965477,"Many thanks for contributing to Nemo. Your suggestion was reviewed. It would be nice to do something like this at some point but I'm not sure we find the use of a GtkPopover like gedit uses suitable.  For more information on our workflow and feature requests, read https://linuxmint-troubleshooting-guide.readthedocs.io/en/latest/faq.html.",COMMENT,1,en,,0.2707685296394594,,"{workflow=1, use=1, suggestion=1, gtkpopover=1, nemo=1, gedit=1, requests=1, something=1, point=1, thanks=1, feature=1, information=1}","{many thanks=0.9392025014572125, workflow and feature requests=0.9955086873384982, use=0.7538876041269026, suggestion=0.8889465801441426, gtkpopover=0.7538876041269026, nemo=0.9392025014572125, gedit=0.7538876041269026, ://linuxmint-troubleshooting-guide .readthedocs=0.9955086873384982, something=0.7538876041269026, point=0.7538876041269026, more information=0.9955086873384982}",a95536f7-4b28-45f2-9ba4-4e5f0d6e3434,Filterable Highlighting Language Menu,2231759,5124946,2017-09-28T15:20:18.000+02:00,2018-02-12T03:13:24.000+01:00
,closed,0.17109982653559994,5.95553204665892,"&gt; Xed should say: This is a binary file. I cannot open it.  No! This has been a major annoyance with older gedit versions. As soon as it encountered a char that couldn't be rendered with any charset, it just gave up, closed anything rendered so far and bailed out. Let's not return to these dark ages.",COMMENT,6,en,,0.2613992347621715,,"{charset=1, file=1, versions=1, xed=1, annoyance=1, char=1, ages=1, gedit=1, anything=1}","{charset=8.714846057353348E-4, file=0.5022534112135626, versions=0.002655516919857113, xed=0.5022534112135626, annoyance=0.002655516919857113, char=8.714846057353348E-4, ages=0.06553749031102354, gedit=0.002655516919857113, anything=8.714846057353348E-4}",588f4b4a-de56-423f-a8b7-0b3cf59c5beb,Opening binary files results in a livelock,781030,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00
,closed,0.24429874730563145,5.871658232609841,@Piiit Could you provide a file that shows the issue?,COMMENT,6,en,,0.25770026731562873,,"{file=1, issue=1}","{file=0.24429874730563145, issue=0.24429874730563145}",c8058fd2-9832-4c77-8ba4-fdcecdc73ce2,Opening binary files results in a livelock,2231759,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00
,closed,0.28248010312147803,6.857870461938107,@JosephMcc Just take any PDF or image file.,COMMENT,6,en,,0.1276359425681003,,"{image=1, pdf=1, file=1}","{image=0.28248010312147803, pdf=0.28248010312147803, file=0.28248010312147803}",bb4b8b4f-0640-4c47-8c34-4f45af209524,Opening binary files results in a livelock,6096063,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00
,closed,0.33274413082185705,6.046081486171337,@Piiit this is what I get when I open a png here. It's about what I expect. Not sure what &quot;livelock&quot; means but xed is still working fine.  ![screenshot from 2017-11-14 11-40-42](https://user-images.githubusercontent.com/2231759/32801108-f69b083c-c930-11e7-887c-9fcb8925cc93.png),COMMENT,6,en,,0.20983764837904847,,"{means=1, fine=1, png=1}","{means=0.08485180947560014, fine=0.08485180947560014, png=0.15520167859732076}",00ee99ec-5739-4ab4-915f-c93d1fcd4921,Opening binary files results in a livelock,2231759,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00
,closed,0.2543954947243394,5.700002446033928,"@JosephMcc I tested now with different binary files of various sizes. It seems that it does not lock up, but just take really long to open the file. I see a progress bar on top of the text view after 1 or 2 minutes, with a cancel button, but the whole GUI is not responsible if the file is several MB big. The CPU goes up and the fan is constantly spinning. I think it just takes a long time to open the file and highlight the text. However, the cancel button is not responsible. I have to kill xed manually or wait a long time till everything is loaded, or the click action triggered. So this is not a livelock, but a event handling issue(?), I guess. Should I close the issue therefore?",COMMENT,6,en,,0.2289745593539925,,"{issue=1, minutes=1, cpu=1, click=1, button=2, highlight=1, bar=1, view=1, fan=1, file=3, sizes=1, top=1, files=1, progress=1, action=1, gui=1, text=2, time=2, everything=1, livelock=1, event=1}","{issue=0.35427384916632737, minutes=0.29732329007495273, cpu=0.1378782708853428, click=0.27565006420967303, button=0.06641152310003988, highlight=0.36421007886951284, bar=0.29732329007495273, fan=0.1378782708853428, view=0.29732329007495273, file=0.36421007886951284, top=0.29732329007495273, sizes=0.40505845598795986, progress=0.29732329007495273, files=0.40505845598795986, action=0.27565006420967303, gui=0.29732329007495273, time=0.27565006420967303, text=0.29732329007495273, everything=0.27565006420967303, livelock=0.12344625716772592, event=0.12344625716772592}",36960e38-aa62-4150-9d8e-116d0bedd52c,Opening binary files results in a livelock,6096063,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00
,closed,0.37005462384863536,5.516578142163815,"File loading is handled by the GtkSource API's. I think upstream knows that this is an area that could be improved. Testing a 2MB video file in xed and gedit, the results are very similar. In Fact xed seems to handle it a bit better.  I'm going to close this since it isn't really on our side.",COMMENT,6,en,,0.23688007543216424,,"{area=1, side=1, file=2, fact=1, gtksource=1, xed=1, video=1, gedit=1, loading=1, bit=1, results=1}","{area=0.85148511504651, side=0.04682188969820117, file=0.16624639508341976, fact=0.10942661844389057, gtksource=0.16624639508341976, xed and gedit=0.6762931009711552, xed=0.10942661844389057, video=0.6762931009711552, bit=0.10942661844389057, loading=0.16624639508341976, results=0.6762931009711552}",d4930beb-258e-42f5-a63d-eb05bf435cae,Opening binary files results in a livelock,2231759,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00
,closed,0.45441596287436875,5.539073002061149,"@clefebvre  Hi, I've been planing to do code changes for this feature. Not sure if someone already working on this. Also, Is  there any doc available about code organisation to get started?  Shivendra",COMMENT,5,en,,0.23913264192930805,,"{code=2, feature=1, someone=1, changes=1, doc=1, organisation=1, shivendra=1}","{code=0.7757850403394025, feature=0.7757850403394025, someone=0.13492542517818495, changes=0.7757850403394025, doc=0.4069533859798875, organisation=0.4069533859798875, shivendra=0.5}",0e10db99-bd8a-46a0-8f53-861ca471dc16,Feature Request: Comment/Uncomment multiple lines at a time,8533116,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00
,closed,0.08435176863212597,3.6337792451041837,There is no one working on it that I know of.,COMMENT,5,en,,0.16640757886885962,,{one=1},{one=0.08435176863212597},0ad59e30-6ff5-41fe-be95-ab2dd9007842,Feature Request: Comment/Uncomment multiple lines at a time,2231759,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00
,closed,,,good idea!,COMMENT,5,unknown,,,,{},{},3f80ab8f-21c0-4f96-a12c-26287aadc140,Feature Request: Comment/Uncomment multiple lines at a time,16303732,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00
,closed,0.62607754400329,4.341948281900066,I would love this too.  It is so nice to comment out a block of code.,COMMENT,5,en,,0.22432139247065144,,"{code=1, block=1}","{code=0.6897742491543342, block=0.6897742491543342}",80e917e1-dd93-4c07-a426-96259fc49347,Feature Request: Comment/Uncomment multiple lines at a time,10873917,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00
,closed,,,https://github.com/linuxmint/xed/pull/290,COMMENT,5,unknown,,,,{},{},18408428-e69e-4422-8e1d-716703b3accd,Feature Request: Comment/Uncomment multiple lines at a time,1138515,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00
,closed,0.34667071118859777,6.58066129027734,I can't reproduce this issue on Mint. It works as expected. Wondering if this is being caused by newer Gtk or GtkSourceView versions in Manjaro.,COMMENT,7,en,,0.18854533584320401,,"{mint=1, gtksourceview=1, manjaro=1, issue=1, versions=1, gtk=1}","{mint=0.22903716518930908, manjaro=0.24567198992976455, gtksourceview=0.24567198992976455, issue=0.22903716518930908, versions=0.24567198992976455, gtk=0.24567198992976455}",383ad26c-2891-4a0d-806c-f0ac57b880ad,"UI Bug: All ""view"" fonts resize commands make them smaller.",2231759,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00
,closed,0.40214131089969535,5.399109933115691,"Well, could be! I'm sorry I have no expertise to pinpoint it. My repositories lists my GTK3 as version  3.22.21-1. If that helps in anything. Would it be better if I posted a gif or some pics of the issue on my setup?",COMMENT,7,en,,0.23377416801457734,,"{issue=1, repositories=1, gif=1, 3.22.21-1=1, setup=1, expertise=1, version=1, pics=1, anything=1}","{issue=0.30660323017124563, repositories=0.558815476471346, gif=0.30660323017124563, 3.22.21-1=0.558815476471346, setup=0.30660323017124563, expertise=0.1136488676988006, pics=0.30660323017124563, version=0.558815476471346, anything=0.627611633088565}",7349858e-03f1-4b88-b378-29274d745458,"UI Bug: All ""view"" fonts resize commands make them smaller.",8404646,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00
